ID ORDEN,FECHA DE ORDEN,FECHA DE DESPACHO,PRIORIDAD,ID CLIENTE,CLIENTE,SEGMENTO DE CLIENTE,CATEGORIA DE PRODUCTO,SUBCATEGORIA DE PRODUCTO,PRODUCTO,CIUDAD,PRECIO UNITARIO,CANTIDAD DE PEDIDO,DESCUENTO x unidad,COSTO DE ENVIO
90514,23/03/2015,"miércoles, 25 de Marzo de 2015",Medium,1368,Patsy Harmon,Consumer,Office Supplies,Binders and Binder Accessories,Presstex Flexible Ring Binders,Texas,4.55,6,0.09,1.49
90514,23/03/2015,"miércoles, 25 de Marzo de 2015",Medium,1369,Joe D Dean,Consumer,Office Supplies,Envelopes,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Texas,9.78,11,0.07,5.76
90524,23/05/2015,"lunes, 25 de Mayo de 2015",Not Specified,1814,Albert Tyson,Home Office,Technology,Computer Peripherals,Micro Innovations Media Access Pro Keyboard,Mississippi,77.51,17,0.09,4
90524,23/05/2015,"lunes, 25 de Mayo de 2015",Not Specified,1814,Albert Tyson,Home Office,Office Supplies,Pens & Art Supplies,Newell 340,Mississippi,2.88,13,0,0.7
90525,11/02/2015,"jueves, 12 de Febrero de 2015",Medium,1815,Marvin Yang,Home Office,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,Mississippi,90.97,14,0.06,14
90530,15/01/2015,"viernes, 16 de Enero de 2015",High,1632,Lori Wolfe,Home Office,Furniture,Office Furnishings,"6"" Cubicle Wall Clock, Black",Mississippi,8.09,6,0.08,7.96
90531,10/02/2015,"jueves, 12 de Febrero de 2015",Not Specified,1633,Gerald Raynor,Home Office,Technology,Computer Peripherals,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Mississippi,5.98,6,0.03,3.85
90532,09/04/2015,"viernes, 10 de Abril de 2015",Not Specified,1634,Katherine W Epstein,Home Office,Technology,Office Machines,Hewlett-Packard Deskjet 3820 Color Inkjet Printer,Mississippi,100.97,15,0.08,14
90533,15/04/2015,"viernes, 17 de Abril de 2015",High,1632,Lori Wolfe,Home Office,Office Supplies,Pens & Art Supplies,"BOSTON® Ranger® #55 Pencil Sharpener, Black",Mississippi,25.99,9,0.02,5.37
90538,06/05/2015,"jueves, 07 de Mayo de 2015",Critical,1416,Betsy Gibson,Small Business,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Indiana,417.4,1,0.02,75.23
90539,01/01/2015,"sábado, 03 de Enero de 2015",Low,1418,Rebecca Lindsey,Small Business,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Indiana,4.84,8,0.07,0.71
90540,25/06/2015,"viernes, 26 de Junio de 2015",Not Specified,1419,Brooke Lancaster,Small Business,Furniture,Tables,Bevis 36 x 72 Conference Tables,Indiana,124.49,18,0.01,51.94
90540,25/06/2015,"sábado, 27 de Junio de 2015",High,1416,Betsy Gibson,Small Business,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,Indiana,46.89,4,0.04,5.1
90551,29/05/2015,"viernes, 29 de Mayo de 2015",High,2671,Lloyd Fuller,Home Office,Office Supplies,Storage & Organization,Economy Rollaway Files,Tennessee,165.2,42,0.05,19.99
90557,24/03/2015,"jueves, 26 de Marzo de 2015",Low,2308,Laurence Cummings,Small Business,Furniture,Office Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Florida,9.48,2,0.08,7.29
90557,24/03/2015,"sábado, 28 de Marzo de 2015",Low,2308,Laurence Cummings,Small Business,Office Supplies,Storage & Organization,Fellowes Staxonsteel® Drawer Files,Florida,193.17,8,0.03,19.99
90568,03/06/2015,"viernes, 05 de Junio de 2015",Not Specified,1998,Judy Frazier,Corporate,Office Supplies,Envelopes,Grip Seal Envelopes,New York,4.42,3,0.06,4.99
90577,15/03/2015,"martes, 17 de Marzo de 2015",Not Specified,871,Sandy Ellington,Home Office,Furniture,Office Furnishings,Coloredge Poster Frame,Nevada,14.2,2,0.03,5.3
90578,20/05/2015,"sábado, 23 de Mayo de 2015",Not Specified,871,Sandy Ellington,Home Office,Office Supplies,Binders and Binder Accessories,Storex Dura Pro™ Binders,Nevada,5.94,12,0.01,9.92
90578,20/05/2015,"viernes, 22 de Mayo de 2015",Not Specified,871,Sandy Ellington,Home Office,Office Supplies,Paper,Xerox 231,Nevada,6.48,18,0,5.11
90583,17/03/2015,"miércoles, 18 de Marzo de 2015",Medium,339,Bobby Clements,Corporate,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Ohio,7.77,5,0.08,9.23
90583,17/03/2015,"jueves, 19 de Marzo de 2015",Medium,339,Bobby Clements,Corporate,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Ohio,7.59,15,0.07,4
90588,17/02/2015,"jueves, 19 de Febrero de 2015",Critical,936,Robyn Garner,Corporate,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",California,6.04,1,0.05,2.14
90589,27/06/2015,"domingo, 28 de Junio de 2015",Not Specified,937,Kelly Shaw,Corporate,Technology,Telephones and Communication,StarTAC 7760,California,65.99,3,0.01,3.99
90589,27/06/2015,"sábado, 27 de Junio de 2015",Not Specified,936,Robyn Garner,Corporate,Office Supplies,Paper,Xerox 1983,California,5.98,17,0.05,5.46
90593,18/05/2015,"miércoles, 20 de Mayo de 2015",Not Specified,266,Ross Frederick,Corporate,Technology,Computer Peripherals,Keytronic 105-Key Spanish Keyboard,Texas,73.98,17,0,12.14
90594,15/05/2015,"sábado, 16 de Mayo de 2015",Medium,266,Ross Frederick,Corporate,Office Supplies,Storage & Organization,Tennsco Commercial Shelving,Texas,20.34,33,0.01,35
90594,15/05/2015,"sábado, 16 de Mayo de 2015",Medium,266,Ross Frederick,Corporate,Office Supplies,Paper,Xerox 214,Texas,6.48,10,0.08,7.03
90596,03/06/2015,"lunes, 08 de Junio de 2015",Low,87,Norman Shields,Corporate,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer® Files,California,161.55,19,0.05,19.99
90597,22/03/2015,"lunes, 23 de Marzo de 2015",High,87,Norman Shields,Corporate,Office Supplies,Labels,Avery 493,California,4.91,9,0.09,0.5
90597,22/03/2015,"miércoles, 25 de Marzo de 2015",High,87,Norman Shields,Corporate,Furniture,Tables,Hon 94000 Series Round Tables,California,296.18,9,0.01,54.12
90600,27/03/2015,"sábado, 28 de Marzo de 2015",Medium,1625,Molly Browning,Home Office,Office Supplies,Storage & Organization,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",New York,16.06,1,0,8.34
90600,27/03/2015,"domingo, 29 de Marzo de 2015",Medium,1625,Molly Browning,Home Office,Technology,Office Machines,Panasonic KX-P2130 Dot Matrix Printer,New York,213.45,12,0.08,14.7
90600,27/03/2015,"domingo, 29 de Marzo de 2015",Medium,1625,Molly Browning,Home Office,Office Supplies,Paper,Xerox 1882,New York,55.98,8,0.1,13.88
90601,16/02/2015,"miércoles, 18 de Febrero de 2015",Medium,1625,Molly Browning,Home Office,Furniture,Tables,Hon 2111 Invitation™ Series Corner Table,New York,209.37,11,0,69
90602,28/05/2015,"sábado, 30 de Mayo de 2015",High,1627,Aaron Day,Corporate,Office Supplies,Storage & Organization,"Trav-L-File Heavy-Duty Shuttle II, Black",Tennessee,43.57,17,0.06,16.36
90612,14/02/2015,"lunes, 16 de Febrero de 2015",Not Specified,1683,Wesley Corbett,Consumer,Furniture,Office Furnishings,Eldon® 200 Class™ Desk Accessories,Texas,6.28,11,0.04,5.41
90613,14/03/2015,"domingo, 15 de Marzo de 2015",Not Specified,1683,Wesley Corbett,Consumer,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Texas,4.98,12,0.08,4.7
90621,08/03/2015,"domingo, 15 de Marzo de 2015",Low,1718,Kathy Shah,Consumer,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",North Carolina,300.98,3,0.01,64.73
90624,04/05/2015,"miércoles, 06 de Mayo de 2015",Critical,2689,Marlene Gray,Home Office,Office Supplies,Labels,Avery 496,New Jersey,3.75,21,0.09,0.5
90624,04/05/2015,"lunes, 04 de Mayo de 2015",Critical,2693,Lloyd Cannon,Home Office,Office Supplies,Paper,Xerox 1951,Vermont,30.98,20,0.01,9.18
90630,05/04/2015,"martes, 07 de Abril de 2015",Not Specified,1891,Gretchen Levine,Home Office,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Ohio,320.64,7,0.03,29.2
90631,17/04/2015,"martes, 21 de Abril de 2015",Low,1889,Oscar Bowers,Home Office,Office Supplies,Storage & Organization,Space Solutions™ Industrial Galvanized Steel Shelving.,Ohio,78.8,14,0.09,35
90641,16/06/2015,"miércoles, 17 de Junio de 2015",Critical,1038,Jon Hale,Corporate,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Florida,7.64,5,0.1,5.83
90646,05/04/2015,"martes, 07 de Abril de 2015",Not Specified,2960,Allan Dickinson,Corporate,Office Supplies,Pens & Art Supplies,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Arkansas,36.55,11,0.1,13.89
90653,07/04/2015,"jueves, 09 de Abril de 2015",High,1730,Kerry Wilkerson,Small Business,Technology,Telephones and Communication,StarTAC 7760,Idaho,65.99,5,0.1,3.99
90662,12/02/2015,"domingo, 15 de Febrero de 2015",Not Specified,1298,Herbert Beard,Home Office,Technology,Office Machines,Canon MP41DH Printing Calculator,Texas,150.98,6,0.04,13.99
90662,12/02/2015,"sábado, 14 de Febrero de 2015",Not Specified,1298,Herbert Beard,Home Office,Office Supplies,Storage & Organization,Fellowes High-Stak® Drawer Files,Texas,176.19,4,0.04,11.87
90669,09/04/2015,"viernes, 10 de Abril de 2015",Critical,123,Shawn Stern,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Office Executive Series Stainless Steel Trimmers,Virginia,8.57,11,0.06,6.14
90674,27/05/2015,"jueves, 28 de Mayo de 2015",Critical,865,Dana Burgess,Corporate,Furniture,Office Furnishings,Coloredge Poster Frame,Indiana,14.2,18,0.03,5.3
90675,26/02/2015,"lunes, 02 de Marzo de 2015",Low,865,Dana Burgess,Corporate,Office Supplies,Paper,Xerox 1985,Indiana,6.48,12,0.04,5.16
90678,26/02/2015,"viernes, 27 de Febrero de 2015",High,1665,Elsie Pridgen,Consumer,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",California,3.6,2,0.1,2.2
90685,14/02/2015,"lunes, 16 de Febrero de 2015",Critical,2193,Donald Melton,Home Office,Office Supplies,Pens & Art Supplies,Stanley Bostitch Contemporary Electric Pencil Sharpeners,North Carolina,16.98,11,0.05,7.78
90685,14/02/2015,"lunes, 16 de Febrero de 2015",Critical,2193,Donald Melton,Home Office,Technology,Telephones and Communication,T282,North Carolina,115.99,12,0.03,4.23
90695,22/06/2015,"sábado, 27 de Junio de 2015",Low,437,Alice Berger McIntyre,Small Business,Technology,Telephones and Communication,StarTAC ST7762,Massachusetts,125.99,9,0.05,8.08
90706,14/05/2015,"sábado, 16 de Mayo de 2015",Critical,497,Steve McKee,Small Business,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Tennessee,152.48,35,0.07,6.5
90710,13/03/2015,"viernes, 13 de Marzo de 2015",Critical,1035,Kent Burton,Home Office,Technology,Telephones and Communication,i2000,Ohio,125.99,1,0.07,2.5
90710,13/03/2015,"sábado, 14 de Marzo de 2015",Critical,1036,Jessica Huffman,Home Office,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Ohio,99.99,6,0.03,19.99
90714,15/03/2015,"lunes, 16 de Marzo de 2015",Medium,2372,Marvin Parrott,Corporate,Office Supplies,Pens & Art Supplies,Newell 310,Minnesota,1.76,4,0.01,0.7
90724,22/04/2015,"miércoles, 22 de Abril de 2015",Medium,2764,Arnold Johnson,Corporate,Office Supplies,Storage & Organization,Acco Perma® 2700 Stacking Storage Drawers,New Jersey,29.74,4,0.02,6.64
90724,22/04/2015,"viernes, 24 de Abril de 2015",Medium,2760,Evan Adkins,Corporate,Office Supplies,Pens & Art Supplies,Boston 16801 Nautilus™ Battery Pencil Sharpener,Connecticut,22.01,11,0.08,5.53
90725,28/05/2015,"sábado, 30 de Mayo de 2015",Low,2765,Tracy Schultz,Corporate,Office Supplies,Pens & Art Supplies,"Dixon My First Ticonderoga Pencil, #2",New Jersey,5.85,7,0.03,2.27
90731,04/02/2015,"jueves, 05 de Febrero de 2015",Medium,1499,Charlotte L Doyle,Home Office,Furniture,Tables,BPI Conference Tables,Florida,146.05,11,0.08,80.2
90731,04/02/2015,"jueves, 05 de Febrero de 2015",Medium,1499,Charlotte L Doyle,Home Office,Office Supplies,Binders and Binder Accessories,Peel & Stick Add-On Corner Pockets,Florida,2.16,8,0.05,6.05
90731,04/02/2015,"jueves, 05 de Febrero de 2015",Medium,1499,Charlotte L Doyle,Home Office,Office Supplies,Paper,Xerox 21,Florida,6.48,9,0.03,6.6
90735,17/06/2015,"lunes, 22 de Junio de 2015",Low,646,Robin High,Corporate,Furniture,Office Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Minnesota,51.75,16,0.03,19.99
90739,28/06/2015,"lunes, 29 de Junio de 2015",Critical,3209,Elsie Floyd,Corporate,Technology,Computer Peripherals,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",California,4.98,8,0.03,4.62
90750,06/01/2015,"miércoles, 07 de Enero de 2015",Not Specified,3285,Ricky Garner,Consumer,Technology,Computer Peripherals,BASF Silver 74 Minute CD-R,Virginia,1.7,7,0.06,1.99
90750,06/01/2015,"jueves, 08 de Enero de 2015",Not Specified,3285,Ricky Garner,Consumer,Office Supplies,Paper,Xerox 19,Virginia,30.98,9,0.01,5.09
90751,20/02/2015,"domingo, 22 de Febrero de 2015",High,3284,Michael Shaffer,Corporate,Furniture,Office Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",Florida,19.23,6,0.05,6.15
90752,21/04/2015,"martes, 21 de Abril de 2015",Critical,3283,William Woodard,Corporate,Office Supplies,Appliances,Hoover WindTunnel™ Plus Canister Vacuum,Florida,363.25,5,0.05,19.99
90753,10/05/2015,"lunes, 11 de Mayo de 2015",High,3283,William Woodard,Corporate,Technology,Computer Peripherals,"Maxell Pro 80 Minute CD-R, 10/Pack",Florida,17.48,31,0.03,1.99
90766,06/04/2015,"miércoles, 08 de Abril de 2015",High,3279,Ricky Allred,Home Office,Office Supplies,Storage & Organization,Fellowes Officeware™ Wire Shelving,South Carolina,89.83,4,0.06,35
90766,06/04/2015,"miércoles, 08 de Abril de 2015",High,3279,Ricky Allred,Home Office,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",South Carolina,13.43,12,0.1,5.5
90766,06/04/2015,"lunes, 06 de Abril de 2015",High,3279,Ricky Allred,Home Office,Technology,Telephones and Communication,Timeport L7089,South Carolina,125.99,11,0.01,7.69
90767,14/03/2015,"lunes, 16 de Marzo de 2015",Medium,3279,Ricky Allred,Home Office,Technology,Telephones and Communication,KF 788,South Carolina,45.99,3,0.01,4.99
90771,12/02/2015,"sábado, 21 de Febrero de 2015",Low,954,Tony Chandler,Small Business,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Texas,7.31,4,0.1,0.49
90771,12/02/2015,"jueves, 12 de Febrero de 2015",Low,954,Tony Chandler,Small Business,Office Supplies,Pens & Art Supplies,Turquoise Lead Holder with Pocket Clip,Texas,6.7,5,0.08,1.56
90786,17/01/2015,"lunes, 19 de Enero de 2015",Medium,1719,Russell W Melton,Corporate,Technology,Computer Peripherals,Maxell DVD-RAM Discs,Alabama,16.48,8,0.06,1.99
90787,16/05/2015,"domingo, 17 de Mayo de 2015",High,1721,Jennifer Zimmerman,Corporate,Office Supplies,Storage & Organization,Eldon Simplefile® Box Office®,Arkansas,12.44,37,0.04,6.27
90796,11/05/2015,"martes, 12 de Mayo de 2015",High,1595,Chad Henson,Corporate,Furniture,Office Furnishings,DAX Solid Wood Frames,West Virginia,9.77,9,0.08,6.02
90796,11/05/2015,"martes, 12 de Mayo de 2015",High,1595,Chad Henson,Corporate,Furniture,Chairs & Chairmats,Global Troy™ Executive Leather Low-Back Tilter,West Virginia,500.98,14,0.01,26
90796,11/05/2015,"miércoles, 13 de Mayo de 2015",High,1595,Chad Henson,Corporate,Office Supplies,Pens & Art Supplies,Newell 329,West Virginia,3.28,42,0.09,0.98
90800,28/04/2015,"jueves, 30 de Abril de 2015",Medium,1226,Ken Cash,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Elite Stainless Steel Scissors,Rhode Island,8.34,8,0.02,2.64
90800,28/04/2015,"viernes, 01 de Mayo de 2015",Medium,1227,Elsie Hwang,Small Business,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Vermont,130.98,10,0.09,30
90806,12/03/2015,"sábado, 14 de Marzo de 2015",Not Specified,903,Francis Spivey,Consumer,Office Supplies,Binders and Binder Accessories,Avery Hanging File Binders,Massachusetts,5.98,18,0,1.49
90814,19/03/2015,"jueves, 19 de Marzo de 2015",High,3222,Diane Lu,Corporate,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Florida,39.48,8,0.04,1.99
90814,19/03/2015,"viernes, 20 de Marzo de 2015",High,3222,Diane Lu,Corporate,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack",Florida,8.12,17,0,2.83
90815,12/04/2015,"lunes, 13 de Abril de 2015",Not Specified,3221,Sean Pugh,Corporate,Office Supplies,Pens & Art Supplies,Sanford Liquid Accent Highlighters,Florida,6.68,7,0.03,1.5
90818,14/03/2015,"lunes, 16 de Marzo de 2015",Not Specified,3177,Laurie Petty,Consumer,Furniture,Office Furnishings,Deflect-o Glass Clear Studded Chair Mats,Florida,62.18,9,0.1,10.84
90819,31/03/2015,"jueves, 02 de Abril de 2015",Critical,3177,Laurie Petty,Consumer,Office Supplies,Pens & Art Supplies,Prang Dustless Chalk Sticks,Florida,1.68,5,0.06,1
90820,04/05/2015,"miércoles, 06 de Mayo de 2015",High,3176,Jackie McCullough,Consumer,Technology,Computer Peripherals,Micro Innovations 104 Keyboard,Florida,10.97,19,0.06,6.5
90821,25/06/2015,"miércoles, 01 de Julio de 2015",Low,3176,Jackie McCullough,Consumer,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Florida,58.14,22,0.02,36.61
90821,25/06/2015,"miércoles, 01 de Julio de 2015",Low,3176,Jackie McCullough,Consumer,Office Supplies,Envelopes,Park Ridge™ Embossed Executive Business Envelopes,Florida,15.57,22,0.03,1.39
90832,02/04/2015,"sábado, 04 de Abril de 2015",Not Specified,1112,Luis Kerr,Corporate,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",California,300.98,12,0.03,54.92
90832,02/04/2015,"sábado, 04 de Abril de 2015",Not Specified,1112,Luis Kerr,Corporate,Technology,Office Machines,Epson DFX-8500 Dot Matrix Printer,California,2550.14,2,0.02,29.7
90833,06/04/2015,"miércoles, 08 de Abril de 2015",Critical,1113,Julia Reynolds,Corporate,Technology,Telephones and Communication,Accessory6,Colorado,55.99,5,0,5
90833,06/04/2015,"martes, 07 de Abril de 2015",Critical,1113,Julia Reynolds,Corporate,Office Supplies,Labels,Avery 498,Colorado,2.89,14,0.01,0.5
90837,25/03/2015,"jueves, 26 de Marzo de 2015",Not Specified,290,Sara O'Connor,Small Business,Technology,Computer Peripherals,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Colorado,4.98,20,0.04,4.62
90844,14/04/2015,"domingo, 19 de Abril de 2015",Low,940,Albert Maxwell,Home Office,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Connecticut,100.98,4,0.09,35.84
90850,02/02/2015,"martes, 03 de Febrero de 2015",Not Specified,3197,Wallace Pugh,Home Office,Technology,Office Machines,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Illinois,200.97,11,0.03,15.59
90853,02/01/2015,"domingo, 04 de Enero de 2015",Critical,1155,Alex Nicholson,Consumer,Office Supplies,Paper,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",California,9.11,4,0.09,2.15
90853,02/01/2015,"viernes, 02 de Enero de 2015",Critical,1155,Alex Nicholson,Consumer,Office Supplies,Paper,White GlueTop Scratch Pads,California,15.04,11,0.08,1.97
90854,20/05/2015,"jueves, 21 de Mayo de 2015",High,1159,Arlene Weeks,Consumer,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",New Jersey,100.98,1,0.04,35.84
90855,14/02/2015,"domingo, 15 de Febrero de 2015",High,1156,Edith Forbes,Consumer,Technology,Telephones and Communication,T2180,Massachusetts,175.99,7,0.06,8.99
90859,15/03/2015,"lunes, 16 de Marzo de 2015",High,2426,Dorothy Holt,Small Business,Furniture,Office Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Texas,30.93,3,0.08,3.92
90860,17/02/2015,"miércoles, 18 de Febrero de 2015",High,2427,John Merritt,Corporate,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Texas,40.99,21,0.03,19.99
90861,02/05/2015,"sábado, 09 de Mayo de 2015",Low,2426,Dorothy Holt,Small Business,Furniture,Office Furnishings,"Executive Impressions 12"" Wall Clock",Texas,17.67,9,0,8.99
90861,02/05/2015,"sábado, 02 de Mayo de 2015",Low,2426,Dorothy Holt,Small Business,Office Supplies,Appliances,Hoover Portapower™ Portable Vacuum,Texas,4.48,37,0.08,49
90867,05/06/2015,"viernes, 12 de Junio de 2015",Low,518,Mark Ritchie,Home Office,Furniture,Office Furnishings,Nu-Dell Executive Frame,Missouri,12.64,16,0.07,4.98
90871,23/02/2015,"miércoles, 25 de Febrero de 2015",Critical,2865,Roberta Mitchell,Corporate,Furniture,Office Furnishings,9-3/4 Diameter Round Wall Clock,Texas,13.79,4,0.01,8.78
90871,23/02/2015,"martes, 24 de Febrero de 2015",Critical,2865,Roberta Mitchell,Corporate,Office Supplies,Storage & Organization,Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,Texas,33.29,8,0.04,8.74
